0,u,v,w
-15_1_-1',0.0314003970059683,0.0542365981574642,0.0306255841955193
-15_1_0',0.0348155674228173,0.0572292955613578,0.0275933962045032
-15_1_1',0.0342762506315435,0.0599884403284791,0.0289535951711589
-15_1_2',0.0333305640810384,0.0568730656856855,0.0305101403053942
-15_1_3',0.0327594707310376,0.0555273793923498,0.0266436077458977
-15_1_4',0.0365062561678327,0.0564529380069831,0.0293843626709477
-15_1_5',0.0339166233049419,0.0559303867703512,0.027411608336475
-15_1_6',0.0380787068757684,0.0583746871042017,0.0269326408078281
-15_1_7',0.0327568707980083,0.0576562079112459,0.0252933147950082
-15_1_8',0.0373004262117387,0.0674984373137529,0.0328755125829804
-15_1_9',0.0473157536028083,0.0865197709253402,0.0410879144274036
-15_1_10',0.0564607389061401,0.10112672063838,0.0580047286856566
-15_1_11',0.0662248071628863,0.145012364549579,0.0599039398620769
-15_1_12',0.169724330800655,0.27852307556785,0.128395661977071
-15_1_13',0.29078079374587,0.2167546797896,0.18471075723254
-15_1_14',0.316417062000902,0.311929996329303,0.237823060021337
-15_2_-15',0.0481581335662056,0.102568245632962,0.069706382072021
-15_2_-14',0.0426451909083388,0.0900464442450657,0.0576205646190707
-15_2_-13',0.0505151301004462,0.0934508523832422,0.0572325139838573
-15_2_-12',0.0487693074739304,0.0880699081314634,0.0551639221796657
-15_2_-11',0.0424527246500445,0.0838742373382234,0.0512304380017322
-15_2_-10',0.0499974178445773,0.0867762977330383,0.0494877641355696
-15_2_-9',0.0344640917805824,0.0795916732457491,0.0451816504875831
-15_2_-8',0.0394434250395713,0.0790952986461366,0.045038589490576
-15_2_-7',0.0378448671508669,0.0792981723532009,0.0457668361678422
-15_2_-6',0.0405756019613095,0.0727062588367794,0.0416337528245153
-15_2_-5',0.0365189089951192,0.0701333787143626,0.0417897412151965
-15_2_-4',0.0359811768680315,0.0654661977239106,0.0386767237919447
-15_2_-3',0.0378278582099608,0.0611654130316173,0.0352385618895973
-15_2_-2',0.0354590600192465,0.0613464504179287,0.0321127500431021
-15_2_-1',0.0342644735955378,0.0604767017140374,0.030728036092885
-15_2_0',0.0334560409010382,0.0588429071925501,0.0285851224318317
-15_2_1',0.036839071555756,0.0619317229595824,0.0284722568477858
-15_2_2',0.0348598089250013,0.0630059306451738,0.029943423895763
-15_2_3',0.0360256868653658,0.06126181489914,0.0300475234282553
-15_2_4',0.0351106850297755,0.0615365110917043,0.0282625161369127
-15_2_5',0.0348510667970452,0.059288032906985,0.0290477550913028
-15_2_6',0.0336200933132246,0.060735631496261,0.0266066731454045
-15_2_7',0.0365372303095021,0.0686320616502644,0.0322489595586165
-15_2_8',0.0415363872409575,0.0820976728520229,0.0373109509416185
-15_2_9',0.0481324667791814,0.0869752091557317,0.0378639898532576
-15_2_10',0.0584406500518914,0.101166098808871,0.045926293044952
-15_2_11',0.0951793608768361,0.135122337149744,0.0641437422360486
-15_2_12',0.0905181009251307,0.18460607301233,0.101707243708148
-15_2_13',0.23528808288051,0.209757566380188,0.166149528683357
-15_2_14',0.273813806662164,0.315575575124114,0.248600699160807
-15_3_-15',0.0612131837600557,0.126045166728131,0.0712443311676263
-15_3_-14',0.0466056791368783,0.117165744547835,0.0660818682295831
-15_3_-13',0.056983436997481,0.106840521312738,0.0599924074554271
-15_3_-12',0.0453423941803722,0.0968071279398912,0.0490907456485461
-15_3_-11',0.0464589842514125,0.0959378477959614,0.0516259120271599
-15_3_-10',0.0440184693112907,0.0873905516881892,0.0488383073852344
-15_3_-9',0.0404205696733843,0.0906530350609806,0.0522399714378884
-15_3_-8',0.043959222803515,0.0893735715092257,0.0495767296939373
-15_3_-7',0.0393253867386274,0.0859414012246112,0.0477881430490437
-15_3_-6',0.0399331946714532,0.0788614658378888,0.0489774055358325
-15_3_-5',0.0417400460541889,0.0731388140629669,0.0430331494463803
-15_3_-4',0.0465492267982209,0.0680535603171823,0.0404580675219693
-15_3_-3',0.0414205495386154,0.0671858329808009,0.0383170143529703
-15_3_-2',0.0387665243350536,0.0689877481542714,0.0331286172050475
-15_3_-1',0.0320121409394398,0.0683912677923815,0.0309473833123271
-15_3_0',0.0310341698545436,0.0670885104736554,0.0319325471792914
-15_3_1',0.0336676625367169,0.0673770420899746,0.0285565037031921
-15_3_2',0.0317486240171446,0.0653857250832115,0.0273086254399677
-15_3_3',0.037282916842321,0.0685450948432687,0.0291726839650843
-15_3_4',0.0342502774282194,0.0663971121175773,0.0320790822351699
-15_3_5',0.0346848889161309,0.0684448195031044,0.0301024597481285
-15_3_6',0.0341075372371375,0.0712497887211338,0.0309876364997471
-15_3_7',0.0349532943283185,0.081583807857063,0.0323086396003022
-15_3_8',0.0409167261250101,0.0937964728761939,0.0344556759325185
-15_3_9',0.0575312693133106,0.111043953394394,0.0556933194186339
-15_3_10',0.0614387651606803,0.13180195166776,0.0544811046053207
-15_3_11',0.0659349423373922,0.139155722595785,0.0643484349245378
-15_3_12',0.0992980647903628,0.168294035363008,0.0772334843408566
-15_3_13',0.13015717788081,0.19026894137845,0.100731379541906
-15_3_14',0.273886961910405,0.259500107717666,0.148781539242263
-15_4_-15',0.0592014827567733,0.139515114801917,0.0721477724738282
-15_4_-14',0.05284639468032,0.130910215393684,0.0671041383947468
-15_4_-13',0.0452055816828934,0.113783853563626,0.0605943092827618
-15_4_-12',0.050005315980345,0.110538351861588,0.0598537905852528
-15_4_-11',0.0401517441207269,0.101780322087208,0.0516072211993652
-15_4_-10',0.058628572328004,0.100171084680214,0.0510528095666012
-15_4_-9',0.0401172528094806,0.0997808490484343,0.0565853773838986
-15_4_-8',0.0465052793754447,0.0989933807386823,0.0555822634114112
-15_4_-7',0.0466670823232067,0.0873859318106982,0.0513148281700327
-15_4_-6',0.0544983186984036,0.0899940994830955,0.0494120011778474
-15_4_-5',0.0494207707956538,0.0807304320885944,0.0496051233258612
-15_4_-4',0.041551935613841,0.0794182547262172,0.0414105005080549
-15_4_-3',0.0421373119697379,0.0719459451723948,0.037867784620242
-15_4_-2',0.0387859972487835,0.0788600970323685,0.03944988641064
-15_4_-1',0.0359608496028697,0.073747608162228,0.037040621769418
-15_4_0',0.0338773570044657,0.0697493058003408,0.0336189228007768
-15_4_1',0.0394451438760568,0.0708015187674778,0.0326852503140614
-15_4_2',0.0321438674346021,0.0714421716413236,0.0301345738753782
-15_4_3',0.033999110568176,0.0719580124532175,0.0276657846345264
-15_4_4',0.0381072378238369,0.0793995594960963,0.0316516700922757
-15_4_5',0.0371948480185195,0.0765042879238852,0.0304707015366704
-15_4_6',0.0377846291847801,0.0842716479577633,0.0293943336222247
-15_4_7',0.0493603181594781,0.100625160303933,0.0341691630601613
-15_4_8',0.0462539265119399,0.101613220321669,0.0462981655249739
-15_4_9',0.0603639138045183,0.124645115011993,0.0564864182439961
-15_4_10',0.0621379541900478,0.148553064764013,0.0479878428207391
-15_4_11',0.0950083232753931,0.152537019648086,0.0795987050753022
-15_4_12',0.0902678942769905,0.179069136894118,0.09093382506506
-15_4_13',0.115553181289253,0.170121769386471,0.089485829363763
-15_4_14',0.145900425185266,0.218451171873577,0.13375542121459
-14_-15_-15',0.186119573939358,0.281946213860447,0.261978955191312
-14_-15_-14',0.180738675617124,0.332815330289348,0.194555840781648
-14_-15_-13',0.123631478767484,0.166962770212354,0.159673825472153
-14_-15_-12',0.128462741703288,0.194462741041396,0.194994236420046
-14_-15_-11',0.112783077675936,0.100205562015897,0.12959284407442
-14_-15_-10',0.0559538798972015,0.0811270960937944,0.109765476760565
-14_-15_-9',0.039403332432446,0.0595953310252577,0.0682683562285626
-14_-15_-8',0.0400619810090158,0.0526519847424578,0.0534766641578097
-14_-15_-7',0.0293763658943982,0.0376193394246485,0.0406304046390394
-14_-15_-6',0.0203297913067939,0.0299942662460276,0.0327538585817173
-14_-15_-5',0.0199736321799654,0.0274491312645272,0.0298919463401652
-14_-15_-4',0.0173332838663753,0.0255975595094717,0.0265074499801556
-14_-15_-3',0.0176536199405152,0.0258478334763992,0.0266774621881437
-14_-15_-2',0.0184694095391955,0.0275839030697116,0.0265437851767362
-14_-15_-1',0.0215033533424609,0.0282422928188481,0.0247217074801535
-14_-15_0',0.0198629763910954,0.0259185735896601,0.0217390638910357
-14_-15_1',0.01998950164642,0.0250072109200417,0.0216929230771845
-14_-15_2',0.0284420608672344,0.0253089811331535,0.0227155845007118
-14_-15_3',0.0354320119014699,0.0270346279787179,0.0226094901932237
-14_-15_4',0.0380114977398262,0.0301888471228204,0.0263158983827227
-14_-15_5',0.0391055078152145,0.0317596708132156,0.0268780429454908
-14_-15_6',0.0379826531472465,0.0328849597491006,0.0293038049435162
-14_-15_7',0.0361139369248885,0.0344007102826577,0.0267019835753213
-14_-15_8',0.0376488827359489,0.0418980362558593,0.0345270703243099
-14_-15_9',0.0384302904581302,0.0375012861473068,0.0307740796778545
-14_-15_10',0.0470888620264366,0.047577423204609,0.047182570011312
-14_-15_11',0.0948810794679167,0.0740557728164843,0.0677286395006774
-14_-15_12',0.171057864072176,0.0996607299723783,0.158901753999632
-14_-15_13',0.209157114587518,0.354101719669323,0.197308448940496
-14_-15_14',0.118884709969901,0.298531130083911,0.173906452912686
-14_-14_-15',0.165335048216212,0.477561568860089,0.152036048541258
-14_-14_-14',0.150224754955637,0.177076683518542,0.226488668620161
-14_-14_-13',0.191523376625204,0.136564949880999,0.173222568595203
-14_-14_-12',0.0955222210677416,0.115802970441681,0.132339410951979
-14_-14_-11',0.0561777270176867,0.0908536251497021,0.100950389203201
-14_-14_-10',0.0556240367673249,0.0846403732612569,0.0872649954933041
-14_-14_-9',0.036113839562956,0.0550588697250621,0.0560109707572027
-14_-14_-8',0.0301641805996783,0.0494237684013626,0.0483494781804195
-14_-14_-7',0.0324305511061474,0.0393437329066477,0.0377829037700775
-14_-14_-6',0.0235719492958966,0.0321723913070077,0.0322465854279221
-14_-14_-5',0.0189620043448922,0.0277878484627319,0.0280453534553192
-14_-14_-4',0.0194001702678299,0.0276330973115004,0.0265094179883721
-14_-14_-3',0.0179621340950369,0.0264415476020943,0.024551084740256
-14_-14_-2',0.0176462691391498,0.0258102718045933,0.0235909854147877
-14_-14_-1',0.0187950811029847,0.0260150322820004,0.0211555790225972
-14_-14_0',0.0194138960214429,0.0251489143422468,0.0190612186460306
-14_-14_1',0.0232212688591076,0.0249934554657248,0.0192803755509126
-14_-14_2',0.0240086926452398,0.0243184818601442,0.0185252966627862
-14_-14_3',0.030104670364071,0.0251770337291725,0.0192464714150008
-14_-14_4',0.0324279879689281,0.0268004144386945,0.021824914881097
-14_-14_5',0.0366902639556701,0.0297043357448571,0.0238265405473834
-14_-14_6',0.0338300863588806,0.0305266803224332,0.0251229150917654
-14_-14_7',0.0314629277216037,0.036045644948914,0.030060725465261
-14_-14_8',0.0451542628560728,0.0469559301763328,0.0380401918256518
-14_-14_9',0.0520122639860529,0.0463050578345297,0.0373856060596086
-14_-14_10',0.0749648157037336,0.0530768757140334,0.0555361190351891
-14_-14_11',0.0991896750595317,0.0690436709672282,0.073047474273535
-14_-14_12',0.171700185949742,0.161747057752172,0.155207394419667
-14_-14_13',0.164942804694141,0.236735942908522,0.169718331667869
-14_-14_14',0.193986589744554,0.199854210379095,0.119355124781604
-14_-13_-15',0.0770829831653082,0.118489447117208,0.113221778841576
-14_-13_-14',0.0988940230043139,0.0875388473375457,0.0954023894288325
-14_-13_-13',0.0678102299533858,0.101635878106373,0.106767250858363
-14_-13_-12',0.0763634300062247,0.084071834984525,0.0961491966549721
-14_-13_-11',0.0639103682866633,0.105962311216446,0.117819279947968
-14_-13_-10',0.0658616022162418,0.0694083656003209,0.0674547491890783
-14_-13_-9',0.0460237602977805,0.0563288578108209,0.055765902967134
-14_-13_-8',0.0354425396117029,0.0457413268618093,0.0433772611433437
-14_-13_-7',0.032209552401573,0.037647076061983,0.0358274314754892
-14_-13_-6',0.0238831250675386,0.0314848655356674,0.0290023880055389
-14_-13_-5',0.0184762147195028,0.029060838133327,0.0261684395110392
-14_-13_-4',0.0187350578922812,0.0274610870176002,0.0252649389853786
-14_-13_-3',0.0154425836169615,0.0265208800763052,0.0219295996093103
-14_-13_-2',0.0180073804526064,0.0272107115981796,0.0214540253450608
-14_-13_-1',0.0186029356740046,0.0266180591522406,0.019601376534409
-14_-13_0',0.0175152931185095,0.0249210468534576,0.0193059617312228
-14_-13_1',0.0193776875059204,0.0236641583385137,0.018162557739756
-14_-13_2',0.0213690323129493,0.0229169593649233,0.0174458845845735
-14_-13_3',0.0243425134521715,0.0236391362197482,0.0176998351333559
-14_-13_4',0.0282328083102895,0.0251024626195601,0.0194121084964476
-14_-13_5',0.0317444606359225,0.0280264823907284,0.0225938083027516
-14_-13_6',0.0348896422583161,0.0286993368772677,0.0224959818713924
-14_-13_7',0.0295506228137912,0.0356375950376366,0.0261284642125142
-14_-13_8',0.0400831967725265,0.0452039172599119,0.0353388566393103
-14_-13_9',0.0490551481630289,0.0506209535275888,0.0397974055861892
-14_-13_10',0.0776739722583413,0.0734567317883549,0.0602544092146768
-14_-13_11',0.083706691209705,0.101159070781017,0.0886330056437492
-14_-13_12',0.119840566842926,0.147429420585651,0.111539489247512
-14_-13_13',0.140244452817949,0.157459956106009,0.117355008095731
-14_-13_14',0.307249633874006,0.182128410866945,0.124343402610864
-14_-12_-15',0.062283761349213,0.0967430281146783,0.103421713073958
-14_-12_-14',0.0480735163897974,0.0747334025509752,0.0881140528456949
-14_-12_-13',0.114082056650872,0.0939513376369826,0.102784411272157
-14_-12_-12',0.0737885899357597,0.0990443160581766,0.106359779557804
-14_-12_-11',0.0875964196945914,0.0858004905147406,0.0813145794609246
-14_-12_-10',0.053840339717763,0.0716369625861284,0.0659715012955188
-14_-12_-9',0.0526764998888703,0.0536987824916822,0.052020698493278
-14_-12_-8',0.0476934659847185,0.0461064864369935,0.0436343009879627
-14_-12_-7',0.0379161520000513,0.0389540793711201,0.0365953006239564
-14_-12_-6',0.0302464355002346,0.0358319069585981,0.0303083988222836
-14_-12_-5',0.02266817815763,0.0340646624145469,0.0278647080892695
-14_-12_-4',0.0195109606100377,0.0299833081156863,0.0246941930481046
-14_-12_-3',0.0178982234429889,0.0286802389707197,0.0220472356876508
-14_-12_-2',0.0195732276163069,0.0278851778983864,0.020877043184628
-14_-12_-1',0.0181642123911478,0.0263877927417715,0.0190628058462716
-14_-12_0',0.0184812026590766,0.0253390532436795,0.0184259787352176
-14_-12_1',0.0174811058654621,0.0251718229556002,0.0170742123597695
-14_-12_2',0.0220859039602389,0.0250727306171098,0.0185033134875305
-14_-12_3',0.0214120430170547,0.0237627505570648,0.0171560877355561
-14_-12_4',0.0259886311026528,0.0243301115157063,0.0174377739497597
-14_-12_5',0.0242047155902142,0.0272222209354388,0.0197381534095363
-14_-12_6',0.0275394842043239,0.0289785385496476,0.0216087626143718
-14_-12_7',0.0308186088426112,0.0364911255063664,0.0258067320033866
-14_-12_8',0.0437241946024633,0.0475463924881598,0.0323379166456416
-14_-12_9',0.0511462890870242,0.0662242582947897,0.04512419486693
-14_-12_10',0.0808825177565526,0.0851815998751977,0.0661324774487744
-14_-12_11',0.185192479979278,0.134677340625421,0.127347903391126
-14_-12_12',0.112210619184167,0.125471719955823,0.103704762183399
-14_-12_13',0.107779341001172,0.14475413579918,0.101793239452986
-14_-12_14',0.117080016130295,0.146396066582604,0.0884191036675989
-14_-11_-15',0.0438702020519144,0.0796227087837189,0.0720742498555201
-14_-11_-14',0.0937409640201593,0.0716431547772598,0.0719792722052515
-14_-11_-13',0.098485981866788,0.0842865739904553,0.0862218798905429
-14_-11_-12',0.0805994475301547,0.0901168584850141,0.0900269981901137
-14_-11_-11',0.0696760843921776,0.0754258736377129,0.0701352609990356
-14_-11_-10',0.0610578798639992,0.0693371028246515,0.0595389991298719
-14_-11_-9',0.0494836729968958,0.0526210769974843,0.0442444594487623
-14_-11_-8',0.0354933038175523,0.0467273892634528,0.0374156011676279
-14_-11_-7',0.0326657910820539,0.037136936503034,0.0327672657237256
-14_-11_-6',0.0247651918904635,0.0357586722814886,0.0307257530831174
-14_-11_-5',0.0237603500991568,0.0324230634098796,0.0263235304536694
-14_-11_-4',0.0187630201783698,0.0310541100434657,0.0248396502892183
-14_-11_-3',0.0217182454761831,0.0314672194898018,0.0225788341970185
-14_-11_-2',0.0220577601528853,0.0300730332636036,0.0204641376824194
-14_-11_-1',0.0187623748591673,0.0281735580450674,0.0200414550586852
-14_-11_0',0.0183821693140583,0.0269230758989596,0.0184876647985023
-14_-11_1',0.0195945141087374,0.0251900093477642,0.0170883622917544
-14_-11_2',0.0197994048671147,0.024783522344629,0.0164009620780717
-14_-11_3',0.0244147366788874,0.0253848988117807,0.0181994700671407
-14_-11_4',0.0243624606553711,0.0268441214229439,0.0180003909601179
-14_-11_5',0.0262703986336028,0.0283331177561095,0.0195211954823959
-14_-11_6',0.028149571488633,0.0305494614300863,0.0213772233169142
-14_-11_7',0.0336043764825534,0.034771443654238,0.0250254526839459
-14_-11_8',0.0486366915555115,0.0442146950157962,0.0301663158853639
-14_-11_9',0.0534505203475475,0.0659788970135461,0.0464235581705018
-14_-11_10',0.0787787346090782,0.091884214462694,0.073021057355765
-14_-11_11',0.0819913851602903,0.109319174319908,0.0657040621206076
-14_-11_12',0.155384092886804,0.147898944777559,0.110633718872563
-14_-11_13',0.198956790699582,0.129239205069611,0.149663359691776
-14_-11_14',0.202834217556118,0.13593981948985,0.117797164876759
-14_-10_-15',0.0443307611822676,0.0686354870953306,0.0725710297009202
-14_-10_-14',0.0524791387021157,0.0749212270330881,0.0666535431997969
-14_-10_-13',0.0543301506962963,0.0725957240868056,0.0659980007008239
-14_-10_-12',0.0996059325435331,0.0756964397248977,0.0665246395689243
-14_-10_-11',0.100079447529657,0.0825302255964938,0.0690293053116479
-14_-10_-10',0.0641481612994556,0.0667358662832513,0.0626480980690713
-14_-10_-9',0.0594131765898894,0.0573198144415556,0.0497462496317186
-14_-10_-8',0.0377432369102358,0.046384162839169,0.0413373631265379
-14_-10_-7',0.0354071346493715,0.0414020638793075,0.0334966088929614
-14_-10_-6',0.0256916688638087,0.0351991323622189,0.0304399991242658
-14_-10_-5',0.0269165314113622,0.0339075386975516,0.0278081781087299
-14_-10_-4',0.0242388341196231,0.0331522784475265,0.0249985649656219
-14_-10_-3',0.0215455523743771,0.0313312915890577,0.0228533895224574
-14_-10_-2',0.0229309569899759,0.0315702772803048,0.0221496813026687
-14_-10_-1',0.0193992225698644,0.0302117310247279,0.0202285323566247
-14_-10_0',0.0196439577432905,0.0276351631255697,0.0192077961695096
-14_-10_1',0.0204660228481459,0.0268871255506084,0.0189613622734478
-14_-10_2',0.0229481754045558,0.027157831575207,0.0181482807409249
-14_-10_3',0.0239787596369367,0.0271298815757862,0.01840698954011
-14_-10_4',0.0248788785990513,0.0289264192638907,0.0196273242008406
-14_-10_5',0.0266526384771504,0.0280585159757799,0.0203371509412968
-14_-10_6',0.0290755616576225,0.0330756067341934,0.0236881381030336
-14_-10_7',0.0338944153445328,0.0383353849678986,0.0236482171322953
-14_-10_8',0.0393839604662317,0.0434241740993246,0.0259989398521728
-14_-10_9',0.0603937291243026,0.0583378555242117,0.0360207959780625
-14_-10_10',0.0785904161389507,0.0737461486894681,0.0550180431097638
-14_-10_11',0.108909760914716,0.105573468019711,0.0713892029732942
-14_-10_12',0.100018477681836,0.12436428705131,0.114426042896831
-14_-10_13',0.0937782524598711,0.149704902178504,0.0896053141216703
-14_-10_14',0.109375657798845,0.171415611246042,0.114497303997934
-14_-9_-15',0.0561138220345382,0.0746058980786869,0.0616235508605396
-14_-9_-14',0.05876945362958,0.0827332273237394,0.0562840370830491
-14_-9_-13',0.0570620469012105,0.0674762861872385,0.0622949925197269
-14_-9_-12',0.0594509771480096,0.0630211901879458,0.0545168437897133
-14_-9_-11',0.0785041079370937,0.0762723775294767,0.0647539032423244
-14_-9_-10',0.0655348669719109,0.0744011841751639,0.0563077861971126
-14_-9_-9',0.0563948213287944,0.0540742914330067,0.0463059760125651
-14_-9_-8',0.0377941709054127,0.0455423957647094,0.0367384504732948
-14_-9_-7',0.0310017933762068,0.0407580539472081,0.0337126546699179
-14_-9_-6',0.0237982747094036,0.0376053348381946,0.0283073133638849
-14_-9_-5',0.0245104467092994,0.0334097240348862,0.0260652831110908
-14_-9_-4',0.0224214222774096,0.034705615753447,0.0258636109328953
-14_-9_-3',0.0210136794746662,0.0347700924774444,0.0232980041787486
-14_-9_-2',0.0209424344736313,0.0327143829097226,0.0217282892385959
-14_-9_-1',0.0227464463609403,0.0314553529839813,0.0204656476387938
-14_-9_0',0.0205100346116464,0.0288139601875585,0.0192092367355507
-14_-9_1',0.0252721623267712,0.0286262819297633,0.0199469584672129
-14_-9_2',0.024611476719099,0.0285445189606127,0.0195023174184322
-14_-9_3',0.025425988189387,0.0290863209096455,0.0196985686668334
-14_-9_4',0.0274387820180565,0.0292604610997463,0.0197234940534655
-14_-9_5',0.0293315054036113,0.0301837334236824,0.0217610045685602
-14_-9_6',0.0332993610434627,0.0345461672122622,0.0221551651702155
-14_-9_7',0.0327238582943492,0.0364096477798403,0.0252989208257339
-14_-9_8',0.0416626635525408,0.0416116130617029,0.0285866162662674
-14_-9_9',0.0591855957558274,0.0536767180717861,0.0362326910753988
-14_-9_10',0.0706822467005619,0.0681580842002192,0.0498230159619659
-14_-9_11',0.085562381333226,0.0948837783018955,0.0676988456845928
-14_-9_12',0.147767626679441,0.125857529623575,0.0754989921441078
-14_-9_13',0.133132636332842,0.132525984153527,0.086201593097502
-14_-9_14',0.0845958981495116,0.129145329203386,0.0933205356448499
-14_-8_-15',0.0489793036382417,0.0761693000188926,0.0599156937151641
-14_-8_-14',0.0676178905200905,0.0871439233563907,0.0556518048348021
-14_-8_-13',0.0445412357864731,0.0741122267627848,0.059828064526012
-14_-8_-12',0.0652694486997612,0.0739581704449233,0.0629588436279956
-14_-8_-11',0.0676424969127264,0.0675780410197875,0.0516676686697595
-14_-8_-10',0.0526198923816006,0.0613180456124703,0.0513271394694439
-14_-8_-9',0.0404639536187482,0.0536593853174163,0.0425985946420676
-14_-8_-8',0.0336758799413479,0.0478084163618897,0.0376908301532384
-14_-8_-7',0.0280832268768966,0.0439680415388941,0.0326732162550945
-14_-8_-6',0.0227938870163214,0.0364047120699302,0.025658576469282
-14_-8_-5',0.0258445699995853,0.038588207782144,0.0283647390518672
-14_-8_-4',0.02052077759073,0.0347376718058878,0.0249371390241
-14_-8_-3',0.0205181563517074,0.0348286412826176,0.0237122730938005
-14_-8_-2',0.0217391857732766,0.0338798651078181,0.0227462233286303
-14_-8_-1',0.0230070212587256,0.0322918011424398,0.0214918363870837
-14_-8_0',0.0231188789134276,0.0310348328343964,0.0197456239751535
-14_-8_1',0.0229189733658583,0.0307714558689685,0.0200350237394934
-14_-8_2',0.0244842539953987,0.0302057362455184,0.0198237468926098
-14_-8_3',0.0283557423263183,0.0295188759127126,0.0202657625153961
-14_-8_4',0.0288103055586529,0.0306346392281725,0.0213470130887961
-14_-8_5',0.0330442696754495,0.0316933349444459,0.0219944309374752
-14_-8_6',0.0374097128937829,0.0343908734214631,0.0259193676312391
-14_-8_7',0.0412071334952403,0.0376835782697809,0.0289765857271129
-14_-8_8',0.046949603665913,0.0447659225672034,0.0312471734380319
-14_-8_9',0.04668775710336,0.049984745486611,0.0373675752723604
-14_-8_10',0.059068890246518,0.0635693902824855,0.0462669414042476
-14_-8_11',0.0817593211651769,0.0788227067591511,0.0530139567720064
-14_-8_12',0.12146653447191,0.131115242414168,0.0720417945298828
-14_-8_13',0.0992632435656947,0.188198445185774,0.123587449553809
-14_-8_14',0.0984844316865519,0.143577794440468,0.106983899876269
-14_-7_-15',0.0597131758709879,0.0846658901975756,0.0659298916359009
-14_-7_-14',0.0469997010418752,0.069113922328869,0.0566260792360405
-14_-7_-13',0.0467422330864886,0.0682353192015056,0.054273555353011
-14_-7_-12',0.0422233999164193,0.0698508896253614,0.0490565246363147
-14_-7_-11',0.0545727257040939,0.0641234003791762,0.0478082265962759
-14_-7_-10',0.0362738069894049,0.0571887803348346,0.0433845225370107
-14_-7_-9',0.0302674553742075,0.0515489056255089,0.0387721278015545
-14_-7_-8',0.0325241364302098,0.0470337790000403,0.0368194183866623
-14_-7_-7',0.0269661902912042,0.0404940325254635,0.029921487031184
-14_-7_-6',0.0277608051653384,0.0406387911103855,0.02914029266838
-14_-7_-5',0.0213167398355867,0.0373991521286813,0.0260389317329431
-14_-7_-4',0.0209935265379821,0.0374448186459493,0.02425035774308
-14_-7_-3',0.0208279246167886,0.0363133122591886,0.0245019064906257
-14_-7_-2',0.0257326970594637,0.0342459952021473,0.022802463578566
-14_-7_-1',0.0222570431416153,0.0325633956340492,0.0208424510110757
-14_-7_0',0.0207814166322966,0.0325431308802302,0.0210169778180222
-14_-7_1',0.0211156939640908,0.031464049588979,0.0205328742887888
-14_-7_2',0.0253388606090294,0.0319576803363845,0.021541868331492
-14_-7_3',0.027032619306523,0.0314962388698191,0.0221829022707385
-14_-7_4',0.0280033192059945,0.0307350182617547,0.0216001793049564
-14_-7_5',0.0326461701882651,0.0331314382743998,0.0242510250243763
-14_-7_6',0.0405421442562301,0.0354226232264195,0.0260370067168867
-14_-7_7',0.0447093287580344,0.0390856114185193,0.0287116051861082
-14_-7_8',0.0400495634150992,0.0406333574327019,0.0307883192013148
-14_-7_9',0.056327339085377,0.0519785223278019,0.0381621148282577
-14_-7_10',0.0557329207259897,0.0593871368015368,0.0393158667005335
-14_-7_11',0.0839173510722104,0.0693568834371984,0.0504534953382921
-14_-7_12',0.104417248582971,0.116857546069553,0.0805079069434916
-14_-7_13',0.189228843828223,0.316765115363111,0.291996352131128
-14_-7_14',0.142546690525086,0.233728365591571,0.149086376552701
-14_-6_-15',0.04449937849061,0.0881827484471397,0.0600529783711122
-14_-6_-14',0.0459708340811305,0.0791555307023026,0.0623508812132209
-14_-6_-13',0.0622778235042505,0.071306003755627,0.0558501779778456
-14_-6_-12',0.0389462048382941,0.0707859656951366,0.0511352800215172
-14_-6_-11',0.0341089411394543,0.0608570050926612,0.0447460510520923
-14_-6_-10',0.0450700759799334,0.0598143554378961,0.0422955376082057
-14_-6_-9',0.0352855833254214,0.0508861695530472,0.0381139624316151
-14_-6_-8',0.0312762157110829,0.0458230960514787,0.0338106937491607
-14_-6_-7',0.0279119037707379,0.0432634214368034,0.0305042124010354
-14_-6_-6',0.0250667519585333,0.0406573014288337,0.0271793832970627
-14_-6_-5',0.0248020303352659,0.0389156363201417,0.0256280318766772
-14_-6_-4',0.023685752893698,0.0374954337072004,0.0242333323865341
-14_-6_-3',0.0229727024979592,0.0371832013114743,0.0244457830770451
-14_-6_-2',0.021817386611398,0.0351040177088195,0.0234428360936507
-14_-6_-1',0.0229766922650245,0.0336662396142785,0.0217168079198822
-14_-6_0',0.0198223723574033,0.0322691860598012,0.0208953911502918
-14_-6_1',0.0218502567420919,0.0332752955314548,0.0214774191248063
-14_-6_2',0.0242155420790704,0.0314875963127656,0.0213885547350177
-14_-6_3',0.0258882553688508,0.0322995806235997,0.0220170029322998
-14_-6_4',0.0332221952026057,0.0346527230425169,0.024719505571045
-14_-6_5',0.0356766511972485,0.0347886509829458,0.0246234724252599
-14_-6_6',0.0369237278758694,0.0370350377445196,0.027041770431547
-14_-6_7',0.0435784633871501,0.0396796205633471,0.0318886844043853
-14_-6_8',0.0472072921315368,0.0407346031023258,0.0313617247215067
-14_-6_9',0.0543322064471962,0.0491108921136347,0.0338482535750606
-14_-6_10',0.0615204406707976,0.0581836931870328,0.0437043454855761
-14_-6_11',0.0598113117330706,0.0670693629184336,0.0452516242959669
-14_-6_12',0.0905999575965501,0.116268453073557,0.0681960951966687
